reviewId,content,score,at,thumbsUpCount,appVersion
650ca3ae-d1de-4bdf-98cc-59a0dc4b460c,kereenn,5,2026-01-15,0,2.0.3
393897d0-be7e-4dba-b47f-3cec01333e02,sangat mudah dan membantu,5,2026-01-15,0,2.0.3
1400a31d-1201-4fc4-a778-6ab5c878d89a,halo gopay aplikasi ini sangat membantu dan memudahkan saya terima,5,2026-01-15,0,2.0.3
f976a0a4-1bf0-4e3a-869c-df07226a69dd,mudah dan murah,5,2026-01-15,0,2.0.3
04b9109e-77d8-459b-b90b-af9b29613a55,Suka bangett sama apk nya🤩,5,2026-01-15,0,2.0.3
b6c0a303-0b48-4a3e-96df-ccd268053048,"BANYAK BANYAK SCAM SEKARANG GOPAY, dapat kode redeem googlewdp cashback 32.190 via googleplay pas sudah melakukan pembayaran 2x beli wdp tapi tidak mendapatkan cashback, PENIPUAN GOPAY sekarang SCAM",1,2026-01-15,0,2.0.3
ec37521d-ea49-4279-af00-f2877654f8d4,nice,5,2026-01-15,0,2.0.3
78f3143b-c2d5-4a88-a327-1da362a2341e,bagus,5,2026-01-15,0,2.0.3
716e792b-5e0c-460c-8511-32bd8aad6241,kece wak,5,2026-01-15,0,2.0.3
b964a24a-388d-46e0-a55b-f78667c9aa21,"min ada bug unlimited claim coin di party arena, tolong di fix ya min... sekedar mengingatkan. izin🙏",4,2026-01-15,0,2.0.3
576921db-a64c-42f4-8e8c-a155450771b6,okok,5,2026-01-15,0,2.0.3
b6e7f048-c508-4235-a02a-16e3013eb506,Bagus,5,2026-01-15,0,2.0.3
5cf4c8d1-6985-433a-89ec-0eb79ad6523d,good,5,2026-01-15,0,2.0.3
de6e1057-dcf6-452c-9f33-b770be385873,mantep 👍👍👍,3,2026-01-15,0,2.0.3
e80ebe2e-3570-4c8e-8f7c-92f0c89e5012,aplikasi ini bagus banget,5,2026-01-15,0,1.57.0
69ed3342-efb0-49de-b900-c1397e819583,sangat membantu terimakasi,5,2026-01-15,0,2.0.3
cac74536-9dd5-4e87-977d-8e636f01b1bc,ok,5,2026-01-15,0,2.0.3
d0992af8-0afa-41d3-b3fc-6b262e2d5af1,mantap GoPay ku,5,2026-01-15,0,2.0.3
0a503f04-e9c6-4b05-b984-cc0728f8ba47,keren,5,2026-01-15,0,2.0.3
0ba3bd21-f68f-4ccb-ab3f-54c0a696f03c,mantap,5,2026-01-15,0,2.0.3
712924dd-fbdf-4dc4-b960-2377ec917ad1,mantabbb,5,2026-01-15,0,2.0.3
e0b065f2-521e-48e3-a904-ba4a885f794e,luar biasa semoga lancar makin jaya,5,2026-01-15,0,2.0.3
ef4db94a-a156-4115-b117-6ccbafc24559,*MINIMAL MAH DI BENERIN EVENT SPIN COIN GOPAY NYA*,1,2026-01-15,0,
2ab1b93e-e42b-4f3f-9333-295187b13c9b,good apk,5,2026-01-15,0,2.0.3
f1beef6d-2430-4c64-9096-44d3910f199c,saya sangat suka,5,2026-01-15,0,
289e9f5a-d1dc-4e38-91e3-61530c40051a,baik,5,2026-01-15,0,
2a11b0e1-bf3d-4ce2-adff-27e826a97e77,ok,5,2026-01-15,0,2.0.3
c1b0e66d-8095-43f4-910e-a077a4fef913,solusi cepat saat kepepet,5,2026-01-15,0,2.0.3
17f23aed-a2cf-4196-a301-402080d0a4db,mantel banget,4,2026-01-15,0,2.0.3
2e92b5ab-594e-4dd8-842d-18681c8234a2,mantappppp,5,2026-01-15,0,
867f4b36-7935-451b-bf4c-1ae1c6db97c4,sangat bermanfaat,5,2026-01-15,0,2.0.3
3eeef046-55e9-4b2f-8f30-5a633c463eef,trimakasih gopay sudah setia bersama kami,5,2026-01-15,0,2.0.3
c9c6736a-4c7e-467f-b99a-c9341fd40732,sangat memuaskan gopay nya,5,2026-01-15,0,2.0.3
099b1faa-2cba-4a5d-9074-cbd65683553c,gopayy topp👍👍,5,2026-01-15,0,2.0.3
91950c71-8f6a-4d9d-910d-e258ee212ca6,ok banget,4,2026-01-15,0,2.0.3
c6167ed4-5b54-4571-aa30-4daefea6981b,untuk sementara saya akui mantap dan lancar ² saja,5,2026-01-15,0,2.0.3
489fd308-5b5f-465d-b5df-aa5bf19d4bdb,sangat membantu dalam penganan bayar cepat😊,5,2026-01-15,0,2.0.3
a556057d-b929-4656-90aa-b0dd16ae3cbc,APLIKASI YG MENYUSAHKAN AKUN LAMA SUDAH DIHAPUS PERMANEN KETIKA INGIN DAFTAR DIAKUN BARU KTP TIDAK BISA DIGUUNAKAN,1,2026-01-15,0,2.0.3
83e6d091-e96f-453f-bf71-bb340f2fafbe,mantap,5,2026-01-15,0,2.0.3
d63808fb-15c5-4c76-bf38-ee9f024d8a39,"cashback tidak masuk, sudah buat laporan tidak direspon",1,2026-01-15,0,
117d3f4b-dcf5-4a1b-95d0-99b5ffa9fc9e,baik,4,2026-01-15,0,2.0.3
8adc1564-3786-47b3-8e8b-8f068a3b33d4,Masuk aplikasi susahnya minta ampun... selalu bilangnya harus restart dan unduh gopay lewat playstore... lhaa ini saya download dr PS njiirrr... mau masukkan email yg di daftarkan malah keluar notif gangguan... jd harus ulang dr awal... ga kayak aplikasi lain (DANA n OVO) mudah sekali...,1,2026-01-15,0,2.0.3
ea146271-25eb-4074-ab13-cf13dc3524c7,ok,5,2026-01-15,0,1.57.0
ef33daec-afbb-4e93-9ea4-504a90205fab,bagus,5,2026-01-15,0,2.0.3
d8924ef1-8d8b-4bfa-9b83-40ab67327f2d,sangat bagus,5,2026-01-15,0,2.0.3
f457646c-5ba1-48a8-8bc1-04fbf01fbae6,bagus lancar dan mempermudah,5,2026-01-15,0,2.0.3
a9b629b1-778f-493f-8b4e-57bdefc40f7b,"Jaringan saya baguss tapi, kenapa terus muncul kesalahan teknis, saya sudah mulai kesal dengan aplikasi ini loadingnyaa banyak jaringan baguss dideteksi kesalahan teknis",1,2026-01-15,0,2.0.3
1829cda7-e16f-45ab-94d5-d397b0bf110e,ok mantaaap,5,2026-01-15,0,2.0.3
5005bf8a-c0d7-4359-b702-06d90854e02f,mantul dah,5,2026-01-15,0,2.0.3
1bc3cfd3-b3f6-478f-890d-9e82900cf2d0,Ok,5,2026-01-15,0,1.39.0
e9b118dc-09ce-49cf-9f32-fc4f5bd10f31,ok,5,2026-01-15,0,2.0.3
04662a08-b26c-42f5-81a6-fa8d80277269,wihh kamu harus download dehh,5,2026-01-15,0,2.0.3
2e7bc8eb-317d-4c24-bc57-c8c4568aff14,bagus👍,5,2026-01-15,0,2.0.3
b256e453-83df-488a-9469-bc4e6c2538b0,aplikasi jenius gak ribed good lah pokok nya beda sama tetangga sebelah duit nya ilang terus,5,2026-01-15,0,2.0.3
2056cec2-3557-4338-91a0-536a016a6173,sangat membantu,5,2026-01-15,0,2.0.3
20332037-3d4f-4f75-baba-e8655a42fb55,cepet proses transaksi ya,5,2026-01-15,1,2.0.3
346a9d9d-06c5-4a16-bc00-6b5029ad5290,ok,5,2026-01-15,0,1.59.0
d1df8643-6e67-4ee2-a2f5-8a1a2d98ba4f,keren,5,2026-01-15,0,2.0.3
d4c04fbe-b83d-4ef0-8b90-1e9896af54b9,bagus tapi sayang GK ada pulsa geratis,5,2026-01-15,0,2.0.3
518753f0-b0c2-4a4b-847d-a1969260d260,good,5,2026-01-15,1,2.0.3
e1c63949-e4fc-4842-9cba-e63494a187d2,kaga bisa di buka gopay nya,1,2026-01-15,0,2.0.3
a9d88a96-7c26-4f25-aee2-b81fbf7e3544,"bagus tapi coba kerja sama dengan yang lain nya juga biar kalo ke mana"" gampang",5,2026-01-15,1,2.0.3
5fc287b8-a530-4bd1-a04f-76a6a718d94f,gopay mantap cm kurng g dikasih gopay pinjam,5,2026-01-15,1,2.0.3
294a2b4b-8d1d-4fde-ac3c-0530d24e6005,bagus dan aman,4,2026-01-15,0,2.0.3
996fb72e-521a-4dda-a5be-c0301c3e7234,nice,5,2026-01-15,1,2.0.3
8eb33058-40e4-4ac3-934b-ea0f67caa6b6,ok bnyk hadiahnya,5,2026-01-15,1,2.0.3
4f479fb1-d51f-4124-b64d-44637b844adb,"saya minta solusi nya,saya di Taiwan mau upgrade gopay+ saya daftar pakai pasport saya tidak bisa,karena ktp saya di Indonesia yang saya punya sekarang arc/KTP taiwan",5,2026-01-15,0,2.0.3
a90a5634-3ebc-4240-9c5c-9dad89f5dc5c,"sori saya ralalat, aplikasi gopay jelek sori saya tutup selama 14 hari, di lanjutkan atau tidak nanti liat aplikasi gopay dan gojek bego",1,2026-01-15,0,1.14.0
bf62fd04-004c-4740-8f3f-211af050fea1,sngt mnyengkn,2,2026-01-15,0,
0f6f01b4-a54f-4762-bd69-f198a8ef3db7,Sangat puas dan sangat membantu,5,2026-01-15,0,2.0.3
c17cdeb3-2dba-4396-84ae-7323035ae719,"Saya Puas dengan aplikasi ini,sangat aman dan cepat dalam bertransaksi",5,2026-01-15,0,2.0.3
adcdc024-43e6-4d3f-b5f5-4bf2d0be17cd,gopay t o p b g t,5,2026-01-15,0,2.0.3
17c65f6c-e6b7-476d-96b0-54d5d06cfd02,the best,5,2026-01-15,0,2.0.3
5f32f825-e1cf-4c37-8411-826ae1543922,gopay yg terbaik transaksi mudah dan sangat puas,5,2026-01-15,0,2.0.3
3393e636-0507-4668-bfab-7af1c238c07e,membatu kehidupan,5,2026-01-15,0,2.0.3
e6011153-a5b9-4176-8321-2aaaa67fe953,akun saya tidak bisa upgrade ke gopay plus padahal id nik saya sudah tidak nyangkut ke akun gopay. sudah coba berulang kali tetap saja tidak bisa padahal sudah memfoto dalam keadaan bagus dan pencahayaan cukup,1,2026-01-15,0,2.0.3
2dd81b79-6d19-456f-8cd1-b001f61cfbaa,sangat bagus,5,2026-01-15,0,2.0.3
b3972f42-e576-4044-849d-066d4fcda761,sukses selalu,5,2026-01-15,0,2.0.3
b3e31441-3562-4793-84a6-3a17d6585eb0,bagus,5,2026-01-15,0,2.0.3
fad162b8-414f-4e36-8b73-dbf2deed688a,matapp,5,2026-01-15,0,2.0.3
05b53699-a8c6-4d9e-8a4b-76642ab9f7fe,"sangat membantu,cepat pencairan",5,2026-01-15,0,2.0.3
f6932c5f-fd0b-42d2-9aba-ebd72613943d,sangat bagus🥰,5,2026-01-15,0,2.0.3
4b7f723b-f3cd-401e-957c-3f3d586313d6,mantap,5,2026-01-15,0,
372a141d-bec2-4247-af0f-e221ab676c19,luar biasa,5,2026-01-15,0,
82e01e6f-7b21-408e-a22d-2a547230843b,kenapa say mau minjam ung nga bisa padahal saya sudah penuhi syarat pinjaman nya ?,1,2026-01-15,0,2.0.3
7ea9bbd4-2b70-4027-8c9f-13ca9c6a8d08,ok,5,2026-01-15,0,2.0.3
2b108f55-a238-4923-aaee-e79223914795,sangat bagus 👌,5,2026-01-15,0,
a557c176-593f-458d-a13f-04a852584247,saya suka,5,2026-01-15,0,1.65.2
653a427b-2dd5-41cf-b85f-dcdb85177b80,baguss aja siehh,4,2026-01-15,0,
167e231f-8b22-42a1-b013-9b137364bdd6,mantap,5,2026-01-15,0,2.0.3
0926da38-c6ee-411c-950c-e9e48fbf1f4d,nyoba dompet digital,4,2026-01-15,0,2.0.3
beec4ba1-e95f-4d85-9800-13eb55958077,sangat bagus,5,2026-01-15,0,2.0.3
1f861c57-fcac-4abd-8003-c9b618e33833,mudah cepat,5,2026-01-15,0,2.0.3
2f1a5543-b8db-4a1a-9c18-780fdc566d19,baik,5,2026-01-15,0,2.0.3
d4097a0a-ffdb-4de5-9928-e2fe0c7f0007,semua nya serba hemat,5,2026-01-15,0,2.0.3
e8980d39-3b0d-4a04-9e73-c6f124dc123e,mudah aman dan cepat,5,2026-01-15,0,2.0.3
75b488fe-f4fe-420d-9272-7c035cc53d8c,bagusssss sekaliiii,5,2026-01-15,0,2.0.3
a83fb5dd-8bda-4e9b-877f-6aafebbe1e1b,𝐬𝐚𝐧𝐠𝐚𝐭 𝐩𝐮𝐚𝐬,5,2026-01-15,0,2.0.3
695e42cf-948e-41d5-86aa-f0f6396c6c40,transaksi lebih mudah gampang dan cepat serta terpercaya,5,2026-01-15,0,2.0.3
a05b67fa-0448-4e89-86f7-ede891c4b39b,Bagus,5,2026-01-15,0,2.0.3
41fe68c1-9fa7-4e27-94ee-05d81e9a0f88,"kualitas nya baik, cepat dan super cepat",5,2026-01-15,1,2.0.3
a30aaf3e-3259-409e-9092-7857209ffffc,👍🏽,5,2026-01-15,1,2.0.3
2ea40f04-1378-496e-a28d-a8982b5f61ad,bagus dan terpercaya,5,2026-01-15,1,2.0.3
